Id,SalePrice
1461,116762.94
1462,155968.05
1463,196549.23
1464,217004.58
1465,178099.27
1466,189682.55
1467,194257.27
1468,184392.3
1469,195224.64
1470,119817.91
1471,196359.05
1472,99207.64
1473,100756.59
1474,147723.45
1475,89111.086
1476,313562.44
1477,248551.39
1478,286875.9
1479,275741.66
1480,414395.47
1481,302919.06
1482,213242.03
1483,189671.95
1484,175156.77
1485,201606.97
1486,210767.45
1487,295043.9
1488,246630.73
1489,196284.47
1490,240156.11
1491,208564.1
1492,82312.85
1493,200442.1
1494,279927.8
1495,272568.7
1496,223264.02
1497,170524.34
1498,161499.53
1499,164016.23
1500,167557.22
1501,208056.92
1502,156196.66
1503,272077.06
1504,245406.14
1505,238146.64
1506,204657.3
1507,255564.17
1508,205465.6
1509,159780.52
1510,167710.48
1511,146215.67
1512,191838.36
1513,146962.83
1514,168327.97
1515,214255.73
1516,165094.39
1517,169100.61
1518,129976.375
1519,239141.06
1520,125605.72
1521,127853.64
1522,203289.1
1523,91635.66
1524,96576.93
1525,107704.38
1526,98800.34
1527,111093.42
1528,134759.81
1529,139330.89
1530,216261.52
1531,143582.48
1532,98321.66
1533,140636.52
1534,114043.69
1535,157699.05
1536,104288.91
1537,81762.375
1538,158987.05
1539,194192.39
1540,112983.875
1541,144463.67
1542,132811.94
1543,174894.94
1544,74302.37
1545,97062.88
1546,143638.55
1547,136574.7
1548,121824.16
1549,122279.29
1550,138027.77
1551,109785.99
1552,144203.0
1553,153545.14
1554,100800.195
1555,184577.14
1556,75392.055
1557,93098.56
1558,82225.2
1559,78696.25
1560,121009.93
1561,132796.53
1562,125958.41
1563,115175.555
1564,168381.14
1565,160195.92
1566,236465.23
1567,78056.984
1568,248206.67
1569,145137.98
1570,143847.73
1571,113548.48
1572,146120.28
1573,225656.11
1574,138771.8
1575,234186.4
1576,263502.06
1577,193180.36
1578,146059.08
1579,145191.06
1580,203873.58
1581,158581.78
1582,126851.97
1583,304021.25
1584,238256.64
1585,154652.03
1586,61119.56
1587,87745.54
1588,145823.62
1589,107026.87
1590,128100.25
1591,81443.805
1592,142737.8
1593,123132.81
1594,109288.66
1595,116953.25
1596,216236.1
1597,185196.3
1598,199718.98
1599,168680.2
1600,171795.78
1601,44363.594
1602,111862.734
1603,57454.777
1604,251536.58
1605,249829.14
1606,171646.42
1607,178295.52
1608,236040.83
1609,189391.05
1610,169322.27
1611,153580.53
1612,192041.86
1613,201236.31
1614,126169.55
1615,83347.06
1616,68406.84
1617,85104.47
1618,112845.695
1619,148401.25
1620,194813.67
1621,138621.1
1622,146075.02
1623,253896.36
1624,238437.17
1625,108617.72
1626,206107.67
1627,208162.72
1628,270046.66
1629,181942.64
1630,291987.25
1631,207168.12
1632,219360.2
1633,185167.66
1634,207454.08
1635,193244.64
1636,171386.19
1637,215501.75
1638,214933.08
1639,206652.06
1640,244230.02
1641,193205.39
1642,234267.42
1643,221900.52
1644,229996.86
1645,225816.22
1646,174439.72
1647,165385.55
1648,134508.47
1649,141858.16
1650,132413.6
1651,130392.87
1652,104404.16
1653,101034.46
1654,149249.7
1655,121147.7
1656,141516.52
1657,150844.58
1658,150725.38
1659,104089.016
1660,164482.31
1661,384602.16
1662,317123.38
1663,325057.66
1664,392502.03
1665,290781.06
1666,309836.97
1667,318488.3
1668,304270.1
1669,274023.94
1670,305678.16
1671,279241.84
1672,368048.62
1673,291212.38
1674,260369.23
1675,210074.92
1676,208854.56
1677,229157.5
1678,388875.0
1679,337560.47
1680,282231.12
1681,241493.7
1682,303698.25
1683,204394.86
1684,199630.67
1685,193624.95
1686,183093.16
1687,183449.42
1688,215487.25
1689,213900.92
1690,217288.52
1691,207214.1
1692,255888.83
1693,172800.14
1694,198227.38
1695,173624.16
1696,269800.75
1697,179520.53
1698,322572.2
1699,297849.94
1700,261042.77
1701,270218.2
1702,254271.48
1703,262299.56
1704,275439.12
1705,247913.45
1706,348565.12
1707,215801.23
1708,214637.73
1709,271625.66
1710,230887.3
1711,270684.12
1712,260609.36
1713,269747.62
1714,224328.98
1715,205429.17
1716,193169.27
1717,191091.8
1718,136793.52
1719,215045.02
1720,231646.42
1721,183780.66
1722,129765.375
1723,176811.84
1724,217313.56
1725,234822.33
1726,190752.7
1727,157527.44
1728,186547.17
1729,170307.61
1730,158144.8
1731,114848.0
1732,144728.33
1733,106623.63
1734,113188.17
1735,124935.78
1736,96816.36
1737,296551.06
1738,244518.08
1739,258180.4
1740,237679.45
1741,210789.8
1742,182517.08
1743,186173.33
1744,291779.9
1745,212729.22
1746,193009.44
1747,222459.08
1748,233356.83
1749,163683.33
1750,134266.39
1751,257751.3
1752,102088.92
1753,161743.1
1754,212818.73
1755,179604.92
1756,139932.53
1757,104785.72
1758,166367.58
1759,179688.19
1760,187699.58
1761,186858.97
1762,178687.27
1763,175937.83
1764,105270.516
1765,164633.95
1766,202434.67
1767,244104.6
1768,142011.77
1769,173631.2
1770,158833.02
1771,110025.6
1772,126345.08
1773,135499.03
1774,169857.1
1775,126741.75
1776,119305.47
1777,94665.11
1778,133893.53
1779,123225.17
1780,173119.86
1781,114477.24
1782,79439.06
1783,158187.44
1784,100799.86
1785,118757.97
1786,159974.45
1787,170174.2
1788,55117.695
1789,103152.484
1790,81343.72
1791,224845.83
1792,161590.77
1793,137907.5
1794,163139.08
1795,120894.15
1796,114877.15
1797,135320.45
1798,108863.766
1799,92802.07
1800,107202.22
1801,134690.38
1802,149247.11
1803,163146.36
1804,139551.02
1805,134711.75
1806,116426.95
1807,138449.23
1808,131127.53
1809,123354.24
1810,142375.17
1811,76592.3
1812,90461.24
1813,110564.58
1814,80939.3
1815,44063.68
1816,81438.5
1817,126431.8
1818,150902.42
1819,127395.34
1820,61060.984
1821,97088.28
1822,154814.39
1823,34346.92
1824,133888.0
1825,141288.61
1826,94410.625
1827,96593.945
1828,135726.44
1829,159512.14
1830,143012.23
1831,142998.12
1832,93371.555
1833,131542.34
1834,112688.07
1835,141301.44
1836,108180.22
1837,81548.62
1838,105925.375
1839,85793.555
1840,156536.45
1841,124397.586
1842,91273.33
1843,156305.53
1844,127941.28
1845,154021.27
1846,147955.89
1847,178425.27
1848,35821.15
1849,115680.97
1850,109282.59
1851,135297.45
1852,128292.445
1853,134489.75
1854,163959.38
1855,149505.25
1856,242610.12
1857,142474.33
1858,133566.42
1859,107898.734
1860,162293.23
1861,108722.12
1862,313755.12
1863,308488.78
1864,308505.03
1865,305212.8
1866,305666.47
1867,244070.77
1868,294091.66
1869,221636.77
1870,235890.25
1871,255307.7
1872,198321.33
1873,245841.73
1874,153907.17
1875,205532.58
1876,219865.97
1877,218118.38
1878,224282.8
1879,125925.92
1880,133800.02
1881,261875.11
1882,253814.44
1883,196090.89
1884,208550.03
1885,237388.06
1886,272189.8
1887,231652.08
1888,272424.97
1889,194295.48
1890,134720.27
1891,135530.7
1892,84399.19
1893,119580.516
1894,127260.59
1895,141200.64
1896,118104.16
1897,123458.61
1898,113641.28
1899,145809.28
1900,133696.25
1901,160298.39
1902,145823.34
1903,198707.44
1904,132156.02
1905,197798.61
1906,155264.89
1907,215997.03
1908,114238.92
1909,146766.64
1910,127357.27
1911,220242.0
1912,281127.88
1913,197830.8
1914,49925.164
1915,263514.44
1916,42290.96
1917,244134.89
1918,140874.2
1919,185879.19
1920,177278.47
1921,332742.88
1922,285088.6
1923,221450.47
1924,259495.64
1925,220176.95
1926,324599.5
1927,129003.43
1928,178416.36
1929,106845.984
1930,121766.17
1931,151683.83
1932,144766.45
1933,183430.52
1934,195115.61
1935,192737.2
1936,196756.7
1937,197873.16
1938,186580.73
1939,222887.86
1940,180806.3
1941,189174.83
1942,190431.03
1943,198360.47
1944,305080.06
1945,307549.78
1946,154256.8
1947,257624.48
1948,188218.36
1949,235278.08
1950,196012.23
1951,257335.08
1952,220501.2
1953,201572.48
1954,201083.05
1955,134338.25
1956,293427.16
1957,168524.39
1958,291605.28
1959,148932.27
1960,96390.75
1961,122294.13
1962,93128.31
1963,113878.875
1964,113059.37
1965,135272.25
1966,125211.67
1967,281644.16
1968,358231.06
1969,326116.0
1970,352927.38
1971,378321.9
1972,330799.97
1973,268812.84
1974,303927.38
1975,386891.5
1976,280262.2
1977,339680.56
1978,316634.44
1979,293652.88
1980,212457.86
1981,308211.3
1982,223326.92
1983,208079.92
1984,180259.25
1985,239733.17
1986,232167.52
1987,192408.89
1988,201637.11
1989,210641.73
1990,230147.1
1991,232748.9
1992,237679.02
1993,190693.27
1994,228312.86
1995,201369.2
1996,279173.47
1997,286507.03
1998,301050.75
1999,277610.0
2000,289419.1
2001,280037.25
2002,250134.7
2003,263930.1
2004,284272.12
2005,225669.95
2006,217406.64
2007,260571.94
2008,223020.4
2009,206836.48
2010,208198.77
2011,147074.06
2012,184967.64
2013,183264.2
2014,195891.23
2015,200951.2
2016,205466.75
2017,198794.58
2018,121070.78
2019,143017.47
2020,90870.336
2021,88125.33
2022,203796.36
2023,142487.8
2024,285895.03
2025,325733.53
2026,172487.95
2027,168002.89
2028,158069.08
2029,172583.17
2030,248843.38
2031,228971.17
2032,227953.2
2033,235682.61
2034,172357.17
2035,235466.89
2036,211802.03
2037,211179.86
2038,253544.95
2039,193617.36
2040,304040.47
2041,263017.97
2042,215807.11
2043,177651.02
2044,193529.81
2045,199924.81
2046,139641.52
2047,143354.45
2048,148493.77
2049,158757.33
2050,161166.36
2051,92174.17
2052,129643.76
2053,150653.33
2054,63256.5
2055,157440.5
2056,153196.58
2057,108685.07
2058,238414.94
2059,149992.16
2060,185914.9
2061,190306.36
2062,119983.79
2063,98681.516
2064,143112.45
2065,107685.06
2066,188233.08
2067,143864.7
2068,148362.97
2069,66257.72
2070,91773.67
2071,105852.43
2072,170859.66
2073,140724.53
2074,189256.14
2075,151686.36
2076,119504.91
2077,150493.8
2078,111548.984
2079,136870.52
2080,100497.7
2081,105560.67
2082,137009.78
2083,136810.23
2084,89997.805
2085,106855.81
2086,144821.23
2087,126354.53
2088,102902.06
2089,66367.12
2090,124565.22
2091,99599.89
2092,147433.03
2093,113934.8
2094,113488.82
2095,136451.6
2096,68684.92
2097,96819.93
2098,145636.19
2099,41633.074
2100,97186.4
2101,124098.234
2102,119958.59
2103,93224.37
2104,122068.88
2105,133468.88
2106,53935.36
2107,217915.84
2108,116274.016
2109,106543.5
2110,128223.68
2111,135554.95
2112,135877.52
2113,107979.25
2114,109643.24
2115,149134.92
2116,117950.3
2117,156981.55
2118,104317.17
2119,94526.586
2120,114702.83
2121,88254.44
2122,115431.8
2123,77679.26
2124,156613.86
2125,149500.7
2126,173647.1
2127,164124.05
2128,117670.28
2129,81874.93
2130,128975.13
2131,165053.1
2132,117663.03
2133,132316.16
2134,130179.234
2135,103413.88
2136,48144.79
2137,114972.695
2138,134246.97
2139,157964.25
2140,140331.58
2141,143082.86
2142,125907.11
2143,141640.7
2144,99647.75
2145,146917.3
2146,161237.14
2147,178368.48
2148,142526.98
2149,144385.67
2150,227363.83
2151,102101.14
2152,165324.6
2153,184388.39
2154,90778.83
2155,146070.53
2156,253156.53
2157,253979.58
2158,236258.73
2159,215028.27
2160,199697.03
2161,252742.97
2162,356459.56
2163,329295.8
2164,245806.8
2165,187353.42
2166,164831.72
2167,228942.36
2168,205524.48
2169,199237.17
2170,217422.2
2171,157385.14
2172,150750.52
2173,171744.86
2174,238071.19
2175,277700.47
2176,281436.9
2177,238700.45
2178,226821.86
2179,150457.1
2180,226561.05
2181,200076.08
2182,229864.73
2183,199572.23
2184,124224.69
2185,126067.75
2186,157783.7
2187,162342.64
2188,156992.31
2189,309459.12
2190,51393.59
2191,53655.105
2192,70445.14
2193,103575.78
2194,104379.914
2195,93428.95
2196,88623.05
2197,115091.375
2198,151883.5
2199,187224.7
2200,141331.25
2201,146986.39
2202,170401.83
2203,153141.83
2204,162407.14
2205,102105.234
2206,138328.08
2207,194972.1
2208,244648.17
2209,218457.39
2210,120707.01
2211,108782.12
2212,109956.57
2213,92755.555
2214,141568.86
2215,97184.11
2216,147673.55
2217,46523.82
2218,59787.99
2219,59531.914
2220,55021.0
2221,265954.5
2222,251886.83
2223,287572.12
2224,234587.33
2225,132139.11
2226,215081.84
2227,213965.84
2228,264118.22
2229,251437.28
2230,162661.08
2231,220359.52
2232,206348.27
2233,201293.14
2234,252891.17
2235,227595.45
2236,264378.88
2237,322596.9
2238,219957.47
2239,111225.125
2240,169375.17
2241,168766.89
2242,133907.34
2243,132704.52
2244,105745.22
2245,95357.79
2246,129602.57
2247,121826.03
2248,117353.734
2249,119379.36
2250,127837.66
2251,111649.51
2252,200622.16
2253,167524.33
2254,186026.77
2255,214207.52
2256,176126.17
2257,226485.5
2258,167787.17
2259,195723.52
2260,165960.9
2261,186229.48
2262,188572.05
2263,320280.12
2264,397580.0
2265,200283.23
2266,256204.89
2267,330530.06
2268,329104.06
2269,162973.86
2270,205710.83
2271,223461.86
2272,225725.08
2273,174306.36
2274,209519.94
2275,188473.73
2276,183683.48
2277,199550.23
2278,164221.77
2279,117917.95
2280,100569.79
2281,181616.02
2282,192108.73
2283,111695.58
2284,115979.336
2285,122317.83
2286,121757.73
2287,311384.25
2288,274257.6
2289,321525.2
2290,361997.53
2291,300151.3
2292,356579.2
2293,372067.5
2294,331831.78
2295,385022.06
2296,280780.0
2297,304973.88
2298,310025.2
2299,332637.1
2300,307669.5
2301,288081.2
2302,255425.98
2303,242843.33
2304,243815.05
2305,207357.53
2306,203724.48
2307,216529.89
2308,220789.55
2309,259876.27
2310,214207.28
2311,220293.16
2312,192911.73
2313,192212.33
2314,181023.55
2315,197955.84
2316,212438.12
2317,201635.45
2318,193695.3
2319,194118.77
2320,188527.7
2321,245675.3
2322,199691.11
2323,186852.42
2324,203642.36
2325,223422.78
2326,190558.83
2327,215356.36
2328,232063.02
2329,206155.31
2330,207801.42
2331,328190.5
2332,328462.88
2333,294204.72
2334,257052.89
2335,269734.3
2336,297258.03
2337,204988.97
2338,269387.47
2339,233162.77
2340,338940.88
2341,245924.78
2342,236972.02
2343,243617.27
2344,224429.23
2345,234353.7
2346,212294.61
2347,205824.36
2348,234640.08
2349,194010.02
2350,290534.72
2351,245625.33
2352,252986.61
2353,271167.56
2354,144319.19
2355,145710.39
2356,168911.89
2357,205996.5
2358,197553.95
2359,139139.89
2360,111833.53
2361,159034.27
2362,257763.38
2363,134846.17
2364,176984.02
2365,220354.45
2366,193783.56
2367,207891.58
2368,216982.58
2369,206771.31
2370,183625.27
2371,163686.0
2372,200555.31
2373,270139.72
2374,295002.6
2375,213118.58
2376,287827.56
2377,292173.88
2378,157914.02
2379,232007.83
2380,143705.73
2381,194999.3
2382,218797.45
2383,215851.64
2384,252533.81
2385,173834.55
2386,131718.38
