Id,SalePrice
1461,117031.79
1462,156121.47
1463,196441.1
1464,216878.16
1465,178152.62
1466,189685.28
1467,194164.38
1468,184420.25
1469,195075.58
1470,119766.336
1471,196244.17
1472,99253.98
1473,100832.01
1474,147427.81
1475,89031.54
1476,313265.8
1477,248456.48
1478,286784.28
1479,275610.47
1480,414315.53
1481,302946.97
1482,213032.5
1483,189649.44
1484,175131.53
1485,201628.5
1486,210733.27
1487,295252.72
1488,246523.16
1489,196333.5
1490,240190.75
1491,208659.44
1492,82331.195
1493,200399.78
1494,279855.03
1495,272256.5
1496,222852.97
1497,170393.25
1498,161423.16
1499,163998.5
1500,167643.64
1501,208444.0
1502,156033.19
1503,272403.34
1504,245392.25
1505,238009.08
1506,204499.16
1507,255327.98
1508,205282.77
1509,159778.0
1510,167823.9
1511,146052.31
1512,192070.34
1513,146872.5
1514,168247.14
1515,214136.55
1516,164993.31
1517,169186.97
1518,129887.39
1519,239138.42
1520,125559.12
1521,127560.336
1522,203540.03
1523,91627.68
1524,96597.586
1525,107605.13
1526,98649.18
1527,111221.71
1528,134761.22
1529,139001.31
1530,216701.9
1531,143615.28
1532,98174.055
1533,140472.56
1534,114062.36
1535,157640.67
1536,104078.34
1537,81569.19
1538,158741.53
1539,193965.0
1540,112765.18
1541,144425.34
1542,132536.44
1543,174654.31
1544,74375.22
1545,97043.41
1546,143557.5
1547,136747.75
1548,121670.01
1549,122279.6
1550,137815.27
1551,109462.91
1552,143909.73
1553,153722.39
1554,100710.914
1555,184203.12
1556,75066.46
1557,92691.9
1558,82106.99
1559,78104.91
1560,121286.445
1561,132900.22
1562,126141.87
1563,115164.73
1564,168185.27
1565,160089.81
1566,236310.62
1567,78083.414
1568,248152.0
1569,145186.94
1570,143970.53
1571,113433.78
1572,146075.88
1573,225596.98
1574,138740.03
1575,234695.97
1576,263423.8
1577,193124.98
1578,146066.78
1579,145216.47
1580,203725.38
1581,158775.81
1582,126995.32
1583,303722.16
1584,238138.19
1585,154729.38
1586,61400.617
1587,87568.22
1588,145607.7
1589,107237.26
1590,128140.69
1591,81350.586
1592,142716.88
1593,123407.12
1594,109763.85
1595,117044.9
1596,216284.81
1597,185407.83
1598,199754.25
1599,168602.56
1600,171674.7
1601,44625.0
1602,112157.734
1603,57226.59
1604,251401.9
1605,249702.34
1606,171445.55
1607,177981.31
1608,236114.25
1609,189396.28
1610,169367.84
1611,153506.44
1612,191908.92
1613,201098.94
1614,126099.6
1615,83252.67
1616,68268.5
1617,85005.875
1618,112745.08
1619,148437.67
1620,194640.34
1621,138624.25
1622,145918.38
1623,253489.4
1624,238519.03
1625,108441.68
1626,206050.66
